,SCAPN,SCSitus_NumNam,PropID,Star_rating,City,State,Zip,County,For_sale_price,For_sale_status,Land_area,Num_units,Cap_rate,Vacancy_%,Avg_unit_sqft,Avg_Concession_%,Parking_per_unit,Days_on_mkt,Amenities,Year_built,Year_reno,Last_sale_date,Last_sale_price,Transit_dist_mile,Transit_walk_time_min,Const_material,Num_studio,Studio_rent_sqft,Studio_avg_sqft,Studio_concession_%,Studio_vacancy_%,Num_1_bed,1_bed_rent_sqft,1_bed_avg_sqft,1_bed_concession_%,1_bed_vacancy_%,Num_2_bed,2_bed_rent_sqft,2_bed_avg_sqft,2_bed_concession_%,2_bed_vacancy_%,Num_3_bed,3_bed_rent_sqft,3_bed_avg_sqft,3_bed_concession_%,3_bed_vacancy_%,Num_4_bed,4_bed_rent_sqft,4_bed_avg_sqft,4_bed_concession_%,4_bed_vacancy_%,2010_Avg_age,2019_Avg_age,2019_Pop_25_39,2024_Avg_age,2024_Pop_25_39
5908,TX Nueces 358000000000,TX Nueces8050 Padre Island Dr,P16477,4,Corpus Christi,TX,78412    ,Nueces,,N,11.27,250,,2.8,716.0,3.5,,,"Clubhouse, Laundry Facilities, Picnic Area, Pool, Property Manager on Site, Spa, Gated, Furnished Units Available, Grill, Pet Play Area, Volleyball Court, Wi-Fi, Lake Access",1984.0,2005.0,,,14.67,,Wood Frame,,,,,,182.0,1.22,639.0,2.6,2.8,68.0,1.06,922.0,5.7,2.9,,,,,,,,,,,35.6,35.1,1425.0,36.2,1294.0
5909,TX Nueces 573300010010,TX Nueces9320 Padre Island Dr,P16478,3,Corpus Christi,TX,78418    ,Nueces,,N,15.26,250,,13.2,866.0,0.0,,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Laundry Service, Pet Play Area",1984.0,,07/29/16,,16.55,,Masonry,,,,,,74.0,1.29,695.0,0.0,13.5,132.0,1.11,905.0,0.0,12.9,44.0,1.16,1038.0,0.0,13.6,,,,,,33.5,35.5,1030.0,36.8,1012.0
5910,TX Montgomery 0045-00-00246,TX Montgomery4545 Panther Creek Dr,P16479,3,Spring,TX,773813722,Montgomery,,N,11.8638,256,,2.73,844.0,0.5,1.125,,"Business Center, Clubhouse, Laundry Facilities, Picnic Area, Playground, Laundry Service",1993.0,,04/19/12,,24.09,,Masonry,,,,,,128.0,1.17,684.0,0.4,2.3,101.0,0.99,967.0,0.5,3.0,27.0,0.96,1147.0,0.5,3.7,,,,,,41.3,40.5,2197.0,41.4,2547.0
5911,TX Harris 1305040010001,TX Harris20100 Park Row Dr,P16480,4,Katy,TX,77449,Harris,,N,6.3898,252,,,962.0,0.3,0.615,,"Business Center, Controlled Access, Fitness Center, Laundry Facilities, Picnic Area, Playground, Gated, Grill, Wi-Fi",2007.0,,,,35.92,,Masonry,,,,,,100.0,1.09,757.0,0.3,0.0,100.0,0.99,1002.0,0.3,0.0,52.0,0.87,1280.0,0.2,0.0,,,,,,31.1,32.6,6136.0,34.1,6264.0
5912,TX Bexar 16245-002-0030,TX Bexar11721 Parliament St,P16481,3,San Antonio,TX,782131162,Bexar,,N,12.19,252,,13.89,909.0,3.2,1.19,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Tennis Court, Gated, Basketball Court, Pet Play Area, Planned Social Activities, Volleyball Court",1975.0,,06/22/12,"9,400,000",3.44,,Wood Frame,,,,,,91.0,1.05,656.0,1.0,14.3,97.0,0.95,977.0,4.5,13.4,64.0,1.01,1167.0,3.6,14.1,,,,,,34.1,35.0,6156.0,36.3,5604.0
5913,TX Travis 02582802010000,TX Travis800 Parmer Ln,P16482,4,Austin,TX,78753,Travis,,N,,250,,,1000.0,0.0,,,,2020.0,,,,5.19,,,250.0,,1000.0,,,,,,,,,,,,,,,,,,,,,,,31.6,34.0,3293.0,35.5,3033.0
5914,TX Bexar 16616-003-1070,TX Bexar1400 Patricia,P16483,2,San Antonio,TX,782131160,Bexar,,N,9.485,256,,5.08,681.0,2.9,1.617,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Property Manager on Site, Gated, Laundry Service, Package Service, Volleyball Court, Storage Space, Lounge, Maintenance on site",1983.0,,07/29/16,"17,650,000",3.81,,Masonry,,,,,,178.0,1.34,599.0,4.2,5.1,78.0,1.15,869.0,0.6,5.1,,,,,,,,,,,33.7,34.5,6604.0,35.8,5964.0
5915,TX Bexar 16616-003-1050,TX Bexar1300 Patricia Dr,P16484,4,San Antonio,TX,78213,Bexar,,N,8.859,256,,6.64,667.0,0.7,1.5,,"Controlled Access, Fitness Center, Laundry Facilities, Picnic Area, Gated, Grill",1980.0,2005.0,02/26/18,,3.72,,Masonry,,,,,,184.0,1.32,580.0,3.8,6.5,72.0,1.17,887.0,7.5,6.9,,,,,,,,,,,34.0,34.8,6671.0,36.1,6058.0
5916,TX Collin R1995936,TX Collin4750 Pear Ridge Dr,P16485,4,Dallas,TX,752874228,Collin,,N,11.857999999999999,260,,1.92,725.0,4.2,1.8119999999999998,,"Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Playground, Pool, Property Manager on Site, Sauna, Spa, Tennis Court, Corporate Suites, Gated, Breakfast/Coffee Concierge, Furnished Units Available, Volleyball Court, Walking/Biking Trails",1992.0,,10/18/08,0,14.87,,Wood Frame,,,,,,176.0,1.38,629.0,0.4,1.7,84.0,1.24,929.0,10.1,2.4,,,,,,,,,,,34.7,35.9,10593.0,37.5,9173.0
5917,TX Nacogdoches 30848,TX Nacogdoches2807 Pearl St,P16486,3,Nacogdoches,TX,75965    ,Nacogdoches,,N,11.3,252,,19.84,749.0,1.0,,,"24 Hour Access, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Property Manager on Site, Tennis Court, Grill, Volleyball Court",1971.0,2004.0,,,,,,2.0,0.86,580.0,1.0,0.0,101.0,0.8,626.0,1.0,19.8,140.0,0.76,820.0,1.0,20.0,9.0,0.81,1062.0,1.0,22.2,,,,,,25.2,26.2,2304.0,27.3,2933.0
5918,TX Brazos P16487,TX Brazos4225 Pendleton Dr,P16487,3,Bryan,TX,77802,Brazos,,N,,256,,,833.0,0.0,,,,2019.0,,,,8.14,,,64.0,,452.0,,,64.0,,680.0,,,64.0,,964.0,,,64.0,,1236.0,,,,,,,,35.7,36.5,1080.0,36.7,1551.0
5919,TX Dallas 65073326020400000,TX Dallas2500 Pepperwood St,P16488,4,Farmers Branch,TX,752346149,Dallas,,N,,256,,9.77,925.0,6.5,1.172,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Property Manager on Site, Package Service, Storage Space, Elevator, Lounge, Maintenance on site, Sundeck",2015.0,,,,0.32,7.0,Masonry,,,,,,141.0,1.67,738.0,12.9,9.9,115.0,1.51,1154.0,1.0,9.6,,,,,,,,,,,35.9,36.7,2523.0,37.6,2771.0
5920,TX Bexar 15863-003-0407,TX Bexar3787 Perrin Central Blvd,P16489,4,San Antonio,TX,78217,Bexar,,N,10.79,252,,3.57,865.0,1.3,1.587,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Picnic Area, Property Manager on Site, Basketball Court, Breakfast/Coffee Concierge, Furnished Units Available, Grill, Package Service, Volleyball Court, Wi-Fi, Storage Space, Maintenance on site, Sundeck",2002.0,,10/31/16,,5.78,,Masonry,,,,,,116.0,1.2,708.0,2.4,3.5,112.0,1.13,943.0,0.5,3.6,24.0,1.07,1261.0,0.5,4.2,,,,,,33.6,34.8,3429.0,36.0,3472.0
5921,TX Bexar 16483-001-0040,TX Bexar3800 Perrin Central Blvd,P16490,3,San Antonio,TX,78217,Bexar,,N,9.83,258,,8.14,865.0,1.3,1.55,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Property Manager on Site, Package Service, Storage Space, Maintenance on site",1997.0,,,,5.9,,Wood Frame,,,,,,132.0,1.13,670.0,2.8,8.3,102.0,0.92,1021.0,0.0,7.8,24.0,1.06,1270.0,0.0,8.3,,,,,,33.6,34.8,3232.0,36.0,3242.0
5922,TX Bexar 16483-001-0030,TX Bexar3902 Perrin Central Blvd,P16491,3,San Antonio,TX,78217,Bexar,,N,9.78,256,,6.64,719.0,0.9,0.7809999999999999,,"Business Center, Controlled Access, Fitness Center, Property Manager on Site, Package Service, Lounge, Maintenance on site",1984.0,,,,5.74,,Wood Frame,,,,,,164.0,1.19,585.0,0.5,6.7,92.0,0.95,958.0,1.4,6.5,,,,,,,,,,,33.6,34.9,3503.0,36.1,3547.0
5923,TX Dallas 006031000A0010000,TX Dallas2514 Perryton Dr,P16492,3,Dallas,TX,752243080,Dallas,,N,28.274,250,,4.8,893.0,0.5,0.8,,"Clubhouse, Courtyard, Picnic Area, Property Manager on Site, Gated, Grill, Planned Social Activities",2001.0,,,,10.29,,Wood Frame,,,,,,74.0,1.27,750.0,1.0,12.2,176.0,1.26,954.0,0.4,1.7,,,,,,,,,,,32.4,33.7,3311.0,34.9,3377.0
